,Round.No,Institute,Academic.Program.Name,,Category,Opening.Rank,Closing.Rank
206,7,Indian Institute of Technology Bombay,"Environmental Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,OBC-NCL,1952,3228
207,7,Indian Institute of Technology Bombay,"Environmental Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,SC,2595,2595
208,7,Indian Institute of Technology Bombay,"Environmental Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,SC,832,2065
209,7,Indian Institute of Technology Bombay,"Environmental Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,ST,31,850
210,7,Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,1399,2003
211,7,Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,305,848
212,7,Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General PwD,28,28
213,7,Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General PwD,36,36
214,7,Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,117,449
215,7,Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,280,1023
216,7,Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),11,11
217,7,Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,38,180
218,7,Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,251,421
219,7,Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,11,67
220,7,Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,310,310
221,7,Indian Institute of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",,General,888,1128
222,7,Indian Institute of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",,General,2174,2339
223,7,Indian Institute of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",,OBC-NCL,2018,2018
224,7,Indian Institute of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",,OBC-NCL,415,512
225,7,Indian Institute of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",,OBC-NCL(PwD),21,21
226,7,Indian Institute of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",,SC,165,270
227,7,Indian Institute of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",,SC,481,481
228,7,Indian Institute of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",,ST,187,192
229,7,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",,General,4435,6439
230,7,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",,General,1010,3182
231,7,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",,General PwD,109,109
232,7,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",,OBC-NCL,1134,1603
233,7,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",,OBC-NCL,2852,3421
234,7,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",,SC,667,1027
235,7,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",,SC,628,1474
236,7,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",,ST,763,763
237,7,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",,ST,503,633
238,7,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",,General,6702,6702
239,7,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",,General,3379,3525
240,7,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",,OBC-NCL,4201,4201
241,7,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",,OBC-NCL,1733,1738
242,7,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",,SC,1059,1123
243,7,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",,ST,808,808
244,7,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,General,6560,6701
245,7,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,General,3185,3344
246,7,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,OBC-NCL,4221,4221
247,7,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,OBC-NCL,1672,1754
248,7,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,SC,1128,1196
249,7,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,ST,731,731
250,7,Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",,General,10692,11340
251,7,Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",,General,6743,8253
252,7,Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5547,5686
253,7,Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2506,3161
254,7,Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,1320,1586
255,7,Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,2522,2522
256,7,Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,845,845
257,7,Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,353,399
258,7,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,2022,2715
259,7,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,3776,4848
260,7,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General PwD,105,105
261,7,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General PwD,52,74
262,7,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1921,2531
263,7,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,854,1143
264,7,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,377,745
265,7,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,912,1512
266,7,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,624,624
267,7,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,222,555
268,7,Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",,General,3264,5299
269,7,Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",,General,6201,8165
270,7,Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,4269,4437
271,7,Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1242,2316
272,7,Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",,SC,1965,1965
273,7,Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",,SC,1211,1400
274,7,Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",,ST,865,865
275,7,Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",,ST,433,512
276,7,Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,9068,9432
277,7,Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,5013,6410
278,7,Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2328,2704
279,7,Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,6609,6878
280,7,Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,1137,1494
281,7,Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,2480,2756
282,7,Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,385,385
283,7,Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,550,595
284,7,Indian Institute of Technology Delhi,"Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",,General,7258,7258
285,7,Indian Institute of Technology Delhi,"Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",,General,3849,4508
286,7,Indian Institute of Technology Delhi,"Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",,OBC-NCL,2552,3047
287,7,Indian Institute of Technology Delhi,"Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",,OBC-NCL,6242,6242
288,7,Indian Institute of Technology Delhi,"Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",,SC,1575,1578
289,7,Indian Institute of Technology Delhi,"Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",,SC,1912,1912
290,7,Indian Institute of Technology Delhi,"Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",,ST,314,314
291,7,Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",,General,1854,3650
292,7,Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",,General,5697,6722
293,7,Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,3071,4171
294,7,Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1849,2574
295,7,Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",,SC,1587,1587
296,7,Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",,SC,1065,1177
297,7,Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",,ST,216,216
298,7,Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",,ST,309,743
299,7,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",,General,1141,1874
300,7,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",,General,1996,3879
301,7,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",,General PwD,62,62
302,7,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,610,1148
303,7,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,926,2803
304,7,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",,SC,304,636
305,7,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",,SC,637,1222
306,7,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",,ST,217,337
307,7,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",,ST,603,603
308,7,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,General,1899,3261
